id,inn,address,lng,lat
7831808,8601049319.0,Ханты-Мансийск г+Чехова ул+70,69.049328,61.003642
9005710,7728900666.0, Москва г+ ул Амурская+ 7,37.767735,55.810152
7436034,7731433771.0, Москва г+ туп Магистральный 1-й+ 5А,37.531954,55.766131
4291208,277116358.0, Башкортостан Респ+ Уфа г+ Софьи Перовской ул,55.987689,54.698749
10092170,7731345620.0, Москва г+ Можайское ш.+29,37.422719,55.71878
280426,7810868630.0, Санкт-Петербург г+ Стачек пр-кт+47,30.25834,59.878432
3463728,7723736010.0, Москва г+ Космодамианская наб+4,37.638782,55.7456
9979695,7714956556.0, Москва г+ ул 8 Марта 4-я+ 6а,37.550226,55.803611
9239221,7810352821.0, Санкт-Петербург г+ Московское ш+13,30.350471,59.827026
7632564,274171840.0, Башкортостан Респ+ Уфа г+ Пушкина ул,55.938308,54.722992
280426,7810868630.0, Санкт-Петербург г+ Стачек пр-кт+47,30.25834,59.878432
9239221,7810352821.0, Санкт-Петербург г+ Московское ш+13,30.350471,59.827026
4291208,277116358.0, Москва г+ Тверская ул+22,37.600945,55.76759
6724483,1619001876.0, Татарстан Респ+ Казань г+ Родины ул,49.206091,55.767636
3690132,7814366367.0, Санкт-Петербург г+ Гребного канала наб.+1,30.243033,59.976765
6724483,1619001876.0, Татарстан Респ+ Казань г+ Родины ул,49.206091,55.767636
7486168,5032258410.0, Москва г+ Электрозаводская ул+24,37.707781,55.788976
9511254,7706429877.0, Москва г+ пр-кт Мичуринский+ 11,37.510134,55.698772
3690132,7814366367.0, Санкт-Петербург г+ Гребного канала наб.+1,30.243033,59.976765
10997715,5024195157.0, Москва г+ вн.тер.г. муниципальный округ Сокольники+ пер Колодезный,37.697388,55.797695
7025705,7202088233.0, Тюменская обл+ г Тюмень+ ул Новгородская,65.57795,57.159448
8149535,7325124442.0, Волгоградская обл+ г Волгоград+ ул им Солнечникова,44.411405,48.664361
8812442,5029189171.0, Московская обл+ Мытищи г+ Сукромка,37.711806,55.904528
9684203,7714380537.0, Москва г+ ул 8 Марта 4-я+ 6А,37.550226,55.803611
1778581,7801443529.0, Санкт-Петербург г+ 9-я Советская ул+4,30.314494,59.938676
9736645,9718005160.0, Москва г+ Сосенское п+ Николо-Хованская ул,37.458211,55.58551
9812659,9705069897.0, Москва г+ Большой Саввинский пер+17,37.565982,55.733077
9736645,9718005160.0, Москва г+ Сосенское п+ Николо-Хованская ул,37.458211,55.58551
8817463,1660214547.0, Татарстан респ+ Казань г+ Галиаскара Камала ул,49.108229,55.783635
10237951,274927196.0, Башкортостан Респ+ Уфа г+ Октябрьской Революции ул,55.956293,54.721006
10818016,7816683202.0, Санкт-Петербург г+ Софийская ул+6,30.386548,59.886243
8812442,5029189171.0, Московская обл+ Мытищи г+ Сукромка ул,37.711806,55.904528
7436034,7731433771.0, Москва г+ туп Магистральный 1-й+ 5А,37.531954,55.766131
8893815,6316202981.0, Самарская обл+ г Самара+ ул Ново-Садовая,50.173604,53.227064
10237951,274927196.0, Башкортостан Респ+ Уфа г+ Октябрьской Революции ул,55.956293,54.721006
9684203,7714380537.0, Москва г+ ул 8 Марта 4-я+ 6А,37.550226,55.803611
6824333,3662047623.0, г.Воронеж+ ул.Владимира Невского+19,39.152308,51.712647
6724483,1619001876.0, Татарстан Респ+ Казань г+ Родины ул,49.206091,55.767636
8154901,7731457187.0, Москва г+ Магистральный 1-Й проезд+11,37.525244,55.765681
2434315,7733757980.0, Московская обл+ г Красногорск+ ул Речная,37.332447,55.82936
9643742,7751017681.0, Москва г+ Сосенское п+ Сосенки д,37.435295,55.557526
1778581,7801443529.0, Санкт-Петербург г+ 9-я Советская ул+4,30.314494,59.938676
10053882,1655378243.0, Татарстан респ+ Казань г+ Спартаковская ул,49.139813,55.774791
7748936,1656068766.0, Татарстан респ+ Казань г+ Чернышевского ул,49.10804,55.791405
8812442,5029189171.0, Московская обл+ Мытищи г.о.+ Мытищи г,37.736743,55.909968
8711131,7719885690.0, Москва г+ Пресненская наб+6,37.540245,55.748179
10116104,5032273578.0, Московская обл+ г Одинцово+ п Трехгорка,37.333992,55.698203
9955494,9721018480.0, Москва г+ Московский п+ Московский г.,74.091976,42.842661
10420009,7813292426.0,Г.САНКТ-ПЕТЕРБУРГ+ ВН.ТЕР.Г.МУНИЦИПАЛЬНЫЙ ОКРУГ КРОНВЕРСКОЕ+Большой П.С. пр-кт,30.300345,59.95857
10053882,1655378243.0, Татарстан респ+ Казань г+ Спартаковская ул,49.139813,55.774791
2116310,4705045632.0, Ленинградская обл+ р-н Гатчинский+ г Коммунар,30.393483,59.621609
8240576,2014009840.0, г. Грозный+ ул. Ахмеда Арслана Аллауддина+7,45.690076,43.327909
1778581,7801443529.0, Санкт-Петербург г+ 9-я Советская ул+4,30.314494,59.938676
4029163,4825042640.0, Липецкая обл+ Липецк г+ Юношеская ул,39.453935,52.58583
10116104,5032273578.0, Московская обл+ г Одинцово+ п Трехгорка,37.333992,55.698203
1999671,7727542111.0, Москва г+ Авиамоторная ул+10,37.714429,55.753939
9584047,5024161253.0, Московская обл+ Красногорск г+ Лесная ул,37.324057,55.833466
7851604,6670400929.0, Свердловская обл+ Екатеринбург г+ Мамина-Сибиряка ул,60.617911,56.839518
609636,7721653954.0, Москва г+ Авиамоторная ул+10,37.714429,55.753939
2364341,7703627133.0, Москва г+ ул Звенигородская 2-я+ 13,37.55354,55.761148
9631873,7801301228.0, Санкт-Петербург г+ Уральская ул+13,30.263011,59.953164
490179,7710695906.0, Красноярский край+ г Красноярск+ ул Авиаторов,92.911941,56.050335
7907049,7816561821.0, Санкт-Петербург г+ Боровая ул+32,30.346366,59.917966
7851604,6670400929.0, Свердловская обл+ Екатеринбург г+ Мамина-Сибиряка ул,60.617911,56.839518
1154533,2320177385.0, Краснодарский край+ Сочи г+ Крымская ул,39.696651,43.633507
9955494,9721018480.0, Москва г+ Московский п+ Московский г.,74.091976,42.842661
9511254,7706429877.0, Москва г+ пр-кт Мичуринский+ 11,37.510134,55.698772
7800114,7811544942.0, Санкт-Петербург г+ Александра Грина б-р+1,30.203902,59.937017
3190287,2015038508.0,Севастополь г+ Орлиное с+ Тюкова Владимира ул,33.773017,44.446226
3688717,266027709.0, Башкортостан Респ+ г Уфа+ ул Ленина,55.952717,54.736618
59351,7838470945.0, Санкт-Петербург г+ вн.тер.г. муниципальный округ Екатерингофский+ ул Лифляндская,30.260864,59.904744
9511254,7706429877.0, Москва г+ пр-кт Мичуринский+ 11,37.510134,55.698772
9551181,7714366500.0, Москва г+ ул Ленинская Слобода+ 26,37.65461,55.710129
9425499,2362000767.0, Краснодарский край+ р-н Выселковский+ ст-ца Выселки,39.655419,45.580045
10053882,1655378243.0, Татарстан респ+ Казань г+ Спартаковская ул,49.139813,55.774791
8330850,1658153135.0, Республика Татарстан (Татарстан)+ м.р-н Сабинский+ г.п. поселок городского типа Богатые Сабы,50.443484,56.008269
6289620,8602236110.0,Ханты-Мансийский Автономный округ - Югра АО+ г Сургут+ ул Базовая,73.487104,61.253576
10997715,5024195157.0, Москва г+ Бойцовая ул+17,37.718238,55.811776
193014,7730618956.0, Москва г+ ул Беловежская+ 4,37.389122,55.712528
4633062,6658383995.0, Свердловская обл+ Екатеринбург г+ Металлургов ул,60.523651,56.827094
1705476,1215135151.0,Московская обл.+ г. Одинцово+ ул. Западная,37.24019,55.671412
9643742,7751017681.0, Москва г+ Сосенское п+ Сосенки д,37.435295,55.557526
10082949,7727309556.0, Москва г+ Яна Райниса б-р+43,37.409262,55.8501
10937786,7751156702.0, Г.Москва+ Троицк г+ Калужское ш,37.308426,55.471403
1815361,7107094910.0, Тульская обл+ г Тула+ ул Октябрьская,37.627148,54.223069
6289620,8602236110.0,Ханты-Мансийский Автономный округ - Югра АО+ г Сургут+ ул Базовая,73.487104,61.253576
7062689,7811004802.0, Санкт-Петербург г+ ул Глухая Зеленина+ 2,30.281759,59.963615
1861396,7810843354.0, Санкт-Петербург г+ пр-кт Невский+ 90-92,30.352528,59.932374
1861396,7810843354.0, Санкт-Петербург г+ пр-кт Невский+ 90-92,30.352528,59.932374
11317525,7722487555.0, Москва г+ Авиамоторная ул+12,37.715507,55.753286
7062689,7811004802.0, Санкт-Петербург г+ ул Глухая Зеленина+ 2,30.281759,59.963615
9621467,7733269799.0, г. Москва+ ул. Генерала Белобородова+18,37.356756,55.834371
10263476,1660295320.0, Республика Татарстан (Татарстан)+ г. Казань+ пер. Дуслык,49.228055,55.793126
10237951,274927196.0, Башкортостан Респ+ Уфа г+ Шафиева ул,56.009949,54.760927
5739804,2538077170.0, Приморский край+ Владивосток г+ Жигура ул,131.922441,43.12792
7632564,274171840.0, Башкортостан Респ+ Уфа г+ Пушкина ул,55.938308,54.722992
8967857,7719897463.0, Москва г+ Электрический пер+1,37.57581,55.770958
835967,274101890.0, г. Уфа+ ул. Российская+9,56.042666,54.791539
10575407,1655399846.0,Татарстан Респ+Казань г+Спартаковская ул,49.139813,55.774791
8967857,7719897463.0, Москва г+ Электрический пер+1,37.57581,55.770958
9239221,7810352821.0, Санкт-Петербург г+ Московское ш+13,30.350471,59.827026
8154901,7731457187.0, Москва г+ Магистральный 1-Й проезд+11,37.525244,55.765681
8988308,3801993892.0, Иркутская обл+ г Ангарск+ пр-кт Карла Маркса,103.897286,52.530823
10575407,1655399846.0,Татарстан Респ+Казань г+Спартаковская ул,49.139813,55.774791
5739804,2538077170.0, Приморский край+ Владивосток г+ Жигура ул,131.922441,43.12792
4505251,276125159.0,Респ. Башкортостан+ рп. Чишмы+ ул. Гизатуллина,55.386788,54.591308
10340641,7743222334.0, Москва г+ Ленинский пр-кт+158,37.483104,55.651186
2341048,5263038483.0, Нижегородская обл+ г.Нижний Новгород+ ул.Федосеенко,43.816145,56.341278
9736645,9718005160.0, Москва г+ Сосенское п+ Николо-Хованская ул,37.458211,55.58551
11178946,7743321575.0, Москва г+ ш Дмитровское+ 81,37.549561,55.861853
10709635,9731004053.0, Москва г+ Павелецкая наб.+2,37.646444,55.716017
1861129,6670297284.0, Свердловская обл+ г Екатеринбург+ ул Мамина-Сибиряка,60.617911,56.839518
9738041,2308230642.0, Краснодарский край+ Краснодар г+ им. Евгении Жигуленко ул,39.006467,45.099193
6462814,7709008852.0, Москва г+ ул Аргуновская+ 2,37.620429,55.813308
7794018,1660182165.0, Татарстан Респ+ Казань г+ Дуслык пер,49.228055,55.793126
4029163,4825042640.0, Липецкая обл+ Липецк г+ Юношеская ул,39.453935,52.58583
9868129,7813257950.0, г. Санкт-Петербург+ ул. Савушкина+83,30.252663,59.985827
10600826,7751141921.0, Москва г+ проезд 2-Й Павелецкий+5,37.644486,55.712715
9868129,7813257950.0, Санкт-Петербург г+ Савушкина ул+83,30.252663,59.985827
5352926,2126003691.0, Чувашская Республика - Чувашия+ г Чебоксары+ ул Петрова,47.252309,56.119905
9621506,7736261075.0, Москва г+ Маршала Рыбалко ул+2,37.497629,55.798055
2245162,7720573985.0, Москва г+ проезд Научный+ 17,37.55602,55.654198
8587989,7724926350.0,Москва г+Армянский пер+9,37.637461,55.759466
136159,7805446048.0, Санкт-Петербург г+ дор На Турухтанные острова+ 6,30.251531,59.868668
6780335,2308034775.0, Краснодарский край+ г Краснодар+ ул Московская,39.000951,45.072981
7748936,1656068766.0, Татарстан респ+ Казань г+ Чернышевского ул,49.10804,55.791405
1821715,2721153631.0, Хабаровский край+ Хабаровск г+ Дзержинского ул,135.066671,48.477231
4281007,7802354840.0, Санкт-Петербург г+ Малый В.О. пр-кт+88,30.230627,59.938257
8781804,7725838900.0, Москва г+ ул Грузинская Б+ 30а,37.581721,55.766142
9908426,9718025914.0, Москва г+ вн.тер.г. муниципальный округ Коньково+ ул Бутлерова,37.536688,55.648854
6232420,6453009098.0, Саратовская обл+ г Саратов+ туп Деловой,45.988766,51.569337
5772207,4028026140.0, Калужская обл+ г Калуга+ ул Азаровская,36.259877,54.564841
8090077,7702821755.0, Московская обл+ Подольск г+ Советская пл,37.54886,55.432715
9906032,1224002454.0, Респ. Марий Эл+ г. Волжск+ ул. Строительная,48.367244,55.864197
10420009,7813292426.0, Санкт-Петербург г+ Большой П.С. пр-кт+59,30.307999,59.962989
10955551,7733337569.0,Строительный проезд+1+Этаж/Пом 3/13,40.897995,57.752261
5551345,3444014787.0, Волгоградская обл+ г.Волгоград+ ул.Коммунистическая,44.520137,48.714279
8817463,1660214547.0, Татарстан респ+ Казань г+ Галиаскара Камала ул,49.108229,55.783635
11045876,5029245796.0,Московская обл+ г Мытищи+ п Нагорное,37.62793,55.903544
6268813,7842000950.0, Санкт-Петербург г+ ул Глухая Зеленина+ 2,30.281759,59.963615
6755700,2311011320.0, Краснодарский край+ г Краснодар+ проезд им Репина,38.979742,45.074336
141549,7801502492.0, Санкт-Петербург г+ Крапивный пер+5,30.338892,59.969767
5559081,5040086405.0, Московская обл+ ул Приборостроителей+ 1А,38.251487,55.577042
7808933,7730682729.0, Город Москва+ вн.тер.г. муниципальный округ Раменки+ км МЖД Киевское 5-й,37.51494,55.725676
10508462,3528281820.0, Вологодская обл+ Череповец г+ Клубный проезд,37.885486,59.126515
9137481,7451387963.0, Челябинская обл+ Челябинск г+ Хариса Юсупова ул,61.288495,55.200744
1221263,5024093645.0, Московская обл+ р-н Красногорский+ 1,38.874756,55.531132
6521292,7715244544.0, Москва г+ вн.тер.г. муниципальный округ Преображенское+ ул Атарбекова,37.706748,55.796967
8967857,7719897463.0, Москва г+ Электрический пер+1,37.57581,55.770958
983294,7810838361.0,Выборгская наб+61+А,30.322093,59.980911
10054421,7447268762.0, Челябинская обл+ Челябинск г+ Победы пр-кт,61.375245,55.183837
10721738,7106083017.0,г. Тула+ ул. Болдина+33,37.573187,54.183065
4084987,7716671732.0,г. Москва+ ул. Свободы+ Д. 35,37.452453,55.84121
8570577,5032281339.0, Московская обл+ Одинцовский р-н+ Одинцово г,37.263663,55.679138
10600826,7751141921.0, Москва г+ 2-Й Павелецкий проезд+5,37.617644,55.755819
8083881,7718945570.0, Москва г+ б-р Новинский+ 18,37.58455,55.754806
609636,7721653954.0, Москва г+ Авиамоторная ул+10,37.714429,55.753939
11413849,7805770372.0, Санкт-Петербург г+ дор На Турухтанные острова+ 6,30.251531,59.868668
8046798,7721803590.0, Москва г+ ул Летниковская+ 4,37.644333,55.727699
4512330,1659079886.0, Татарстан Респ+ Казань г+ Беломорская ул,49.043703,55.866147
3157615,5031092748.0,Московская обл+Ногинск г+Старая Купавна г,38.183143,55.812206
136159,7805446048.0, Санкт-Петербург г+ дор На Турухтанные острова+ 6,30.251531,59.868668
4876597,2312169415.0, Краснодарский край+ г Краснодар+ ул Рашпилевская,38.973858,45.041209
1234109,3119005058.0, Белгородская обл+ Чернянский р-н+ Чернянка п,37.804134,50.940917
1186346,2310099434.0, Краснодарский край+ г Краснодар+ ул им Орджоникидзе,38.971639,45.021953
8781804,7725838900.0, Москва г+ ул Грузинская Б+ 30а,37.581721,55.766142
9584047,5024161253.0, Московская обл+ Красногорск г+ Лесная ул,37.324057,55.833466
5551345,3444014787.0, Волгоградская обл+ г.Волгоград+ ул.Коммунистическая,44.520137,48.714279
4136308,7714046959.0, Москва г+ проезд Хорошёвский 3-й+ 3,37.538808,55.773029
7964910,7726723637.0,Московская обл+Люберцы г+3-Е Почтовое Отделение ул,37.869011,55.68261
5852844,5035019996.0,Московская обл.+ г. Павловский Посад+ Большой железнодорожный пр-д,38.658783,55.776198
4505251,276125159.0,Респ. Башкортостан+ рп. Чишмы+ ул. Гизатуллина,55.386788,54.591308
2824350,5751005940.0, Орловская обл+ г Орёл+ пл Мира,36.079342,52.968196
3643207,6168034064.0, Ростовская обл+ Ростов-на-Дону г+ Социалистическая ул,39.718813,47.222109
5369861,2539054320.0, Приморский край+ Владивосток г+ Пушкинская ул,131.907143,43.11645
7234476,2310091033.0, Краснодарский край+ г Краснодар+ ЗИПОВСКАЯ УЛ,39.001202,45.062216
3190287,2015038508.0,Севастополь г+ Орлиное с+ Тюкова Владимира ул,33.773017,44.446226
8232113,6330060062.0, Самарская обл+ Волжский р-н+ Придорожный п,50.146385,53.113071
3053733,6232001460.0, Рязанская обл+ Сасово+ Промышленный проезд,41.940266,54.368674
5403439,2612018167.0, Ставропольский край+ Курский р-н+ Русское с,44.557004,43.828464
7784573,7810412735.0, Санкт-Петербург г+ пр-кт Невский+ 90-92,30.352528,59.932374
3070368,3414505001.0, Санкт-Петербург г+ Бакунина пр-кт+29,30.384553,59.930728
10754446,7203455253.0, Тюменская обл+ г Тюмень+ ул Пермякова,65.566326,57.108697
9906032,1224002454.0, Марий Эл Респ+ Волжск г+ Строительная ул,48.367244,55.864197
11731995,6685195239.0, Свердловская обл+ г Екатеринбург+ тракт Сибирский,60.770472,56.786113
7907049,7816561821.0,Санкт-Петербург г+Энергетиков пр-кт+4,30.432425,59.935047
6465238,7708606377.0, Москва г+ вн.тер.г. муниципальный округ Мещанский+ ул Мещанская,37.627642,55.776092
5027298,7810244569.0, Санкт-Петербург г+ ул Орджоникидзе+ 52,30.361772,59.844041
6755700,2311011320.0, Краснодарский край+ г Краснодар+ проезд им Репина,38.979742,45.074336
6462814,7709008852.0, Москва г+ ул Аргуновская+ 2,37.620429,55.813308
5739804,2538077170.0, Приморский край+ Владивосток г+ Жигура ул,131.922441,43.12792
1374747,2310108390.0, Краснодарский край+ г Краснодар+ ул Красноармейская,38.974082,45.028967
11676015,9701184916.0, Москва г+ пер Переведеновский+ 13,37.687883,55.779408
8037807,7703793934.0, Москва г+ Каховка ул+11,37.587847,55.649093
5837058,3923003260.0,Московская обл.+ г. Одинцово+ с. Дубки,37.209369,55.663278
10186998,7839083018.0,  + ул Бумажная+ 9,30.270638,59.905317
10223061,7804598295.0, Санкт-Петербург г+ ш Московское+ 13,30.350471,59.827026
4823977,7715236920.0,Москва г+Спартаковская пл+14,37.677409,55.775915
2341048,5263038483.0, г. Нижний Новгород+ ул. Федосеенко+57,43.812777,56.335515
8818501,5024147481.0, Московская Область+ Красногорск г Опалиха мкр.+ Серебряный б-р,37.236202,55.829603
2149351,7743666185.0, Москва г+ пр-кт Ленинградский+ 72,37.521453,55.805052
7025705,7202088233.0, Тюменская обл+ г Тюмень+ ул Новгородская,65.57795,57.159448
7185107,5406269570.0, Москва г+ Синичкина 2-Я ул+9,37.717923,55.760393
11063060,7727421974.0, Москва г+ Генерала Белова ул.+26,37.723268,55.606136
11125589,7751169557.0, Г.Москва+ Сосенки д+ Сосновая ул,37.448815,55.570161
6524012,7703592360.0, Москва г+ Сухаревская М. пл+3,37.655643,55.775327
45779,2320201126.0, Краснодарский край+ г Сочи+ ул Я.Фабрициуса (Хостинский р-н),39.749212,43.579628
10340641,7743222334.0, Москва г+ Ленинский пр-кт+158,37.483104,55.651186
7632564,274171840.0, Башкортостан Респ+ Уфа+ Пушкина ул,55.938308,54.722992
691651,6322037052.0, Самарская обл+ Тольятти г+ Победы ул.,49.42669,53.521045
2217836,8602004134.0, Ханты-Мансийский Автономный округ - Югра АО+ Сургут г+ Индустриальная ул,73.411825,61.280496
2430819,7813525328.0, Санкт-Петербург г+ вн.тер.г. внутригородская территория муниципальный округ Невская застава+ ул Профессора Качалова,30.391291,59.910541
6824333,3662047623.0,,None,None
1383842,7718811520.0, Москва г+ Матросская Тишина ул+23,37.69578,55.79145
9153566,7701096374.0, Г.Москва+ Филёвский б-р+10,37.48738,55.764065
7014824,7328044026.0, г. Ульяновск+ Московское ш.+68,48.301622,54.305398
9061131,7801271630.0, Санкт-Петербург г+ Корпусная ул.,30.283286,59.962106
9718027,2537125230.0, г. Владивосток+ ул. Басаргина+36,131.952526,43.075668
1441555,7718885176.0, Москва г+ Кутузовский пр-кт+36,37.524327,55.741049
9643742,7751017681.0, Москва г+ Сосенское п+ Сосенки д,37.435295,55.557526
7315704,7733807503.0, Москва г+ Черкасский М. пер+2,37.62175,55.764607
9674395,3102037196.0, Белгородская обл+ Белгородский р-н+ Разумное пгт,36.689568,50.533631
719043,7203201298.0, Тюменская обл+ г Тюмень+ ул Высотная,65.744066,57.1125
2341048,5263038483.0, Нижегородская обл+ г.Нижний Новгород+ ул.Федосеенко,43.816145,56.341278
3513280,6673227920.0, Свердловская обл+ Екатеринбург г+ Базовый пер,60.653628,56.808659
6332536,7803050192.0,  + р-н Всеволожский+ п Мурино,30.438578,60.051284
436326,6315643630.0, Самарская обл+ Чапаевск г+ Ленина ул,49.701018,52.966764
4900526,7813193866.0, Санкт-Петербург г+ Большая Пушкарская ул+25,30.305681,59.959841
8154901,7731457187.0, Москва г+ Магистральный 1-Й проезд+11,37.525244,55.765681
11294979,7813643804.0, Санкт-Петербург г+ Лиговский пр-кт+43,30.359939,59.930187
4747525,7709878670.0, Москва г+ Рябиновая ул+51,37.424497,55.693703
8643426,6679054600.0, Свердловская обл+ г Екатеринбург+ ул Сурикова,60.601274,56.808339
10549143,3661085351.0, Воронежская обл+ Воронеж г+ Ленинский пр-кт,39.25185,51.670752
898913,1655241263.0, Татарстан Респ+ г Казань+ ул Космонавтов,49.190245,55.799568
2578714,2464222670.0, Красноярский край+ Красноярск г+ Башиловская ул,92.986681,56.078859
6234818,6455010109.0, г. Саратов+ Б.Горная; д.231/241,46.0284,51.542688
490179,7710695906.0, Красноярский край+ г Красноярск+ ул Авиаторов,92.911941,56.050335
8090077,7702821755.0, Московская обл+ Подольск г+ Комсомольская ул,37.553433,55.428429
10420009,7813292426.0, Санкт-Петербург г+ Добролюбова пр-кт+11,30.301369,59.949893
10470925,7726418591.0, Москва г+ ш Варшавское+ 125,37.619396,55.625984
8946589,7730716632.0, Краснодарский край+ Сочи г+ Платановая ул,39.866226,43.511828
7486168,5032258410.0, Москва г+ Электрозаводская ул+24,37.707781,55.788976
7185107,5406269570.0, Москва г+ Синичкина 2-Я ул+9,37.717923,55.760393
9123161,5044093594.0, Московская обл+ г Солнечногорск+ ул Красная,36.978134,56.187236
2133401,7705700205.0, Москва г+ Серпуховская Б. ул+44,37.626717,55.722882
1999526,7801233786.0,г. Санкт-Петербург+ пр-кт КИМа+ Д. 26,30.243796,59.953552
8240576,2014009840.0, г. Грозный+ ул. Ахмеда Арслана Аллауддина+7,45.690076,43.327909
2133401,7705700205.0, Москва г+ Серпуховская Б. ул+44,37.626717,55.722882
7209729,1650005551.0,Респ. Татарстан+ г. Набережные Челны+ Казанский пр-кт,52.338633,55.679605
10968443,1656107045.0, Татарстан Респ+ Казань г+ Комсомольская ул,49.097422,55.811948
9169080,5027226445.0, Московская обл+ Люберецкий р-н+ Люберцы г,37.893328,55.676748
835967,274101890.0,г. Уфа+ ул. Шота Руставели+9,56.040546,54.791284
8240576,2014009840.0, г. Грозный+ ул. Ахмеда Арслана Аллауддина+7,45.690076,43.327909
9137481,7451387963.0, Челябинская обл+ Челябинск г+ Хариса Юсупова ул,61.288495,55.200744
9652405,7723434605.0,Москва г+Ленинский пр-кт+111,37.509352,55.661333
