id,inn,address,lng,lat
10176581,274925865.0, Башкортостан Респ+ Уфа г+ Октябрьской Революции ул,55.956293,54.721006
5352926,2126003691.0, Чувашская Республика - Чувашия+ г Чебоксары+ ул Петрова,47.252309,56.119905
7731909,2315178471.0, Краснодарский край+ г Новороссийск+ ул Свердлова,37.780464,44.702991
4679827,2005005454.0, Чеченская респ+ Грозный г+ А.Шерипова ул,45.706596,43.308769
10781670,7806548349.0, Санкт-Петербург г+ Якорная ул+9,30.424043,59.942579
7632564,274171840.0, Башкортостан Респ+ Уфа г+ Пушкина ул,55.938308,54.722992
2077716,7735505970.0, Москва г+ г Зеленоград+ пр-кт Генерала Алексеева,37.175161,56.007549
9224113,5024154009.0,Московская обл+Красногорский р-н+Балтия автодорога,37.239822,55.787892
2086366,6501217693.0, Сахалинская обл+ Южно-Сахалинск г+ Вокзальная ул,142.726156,46.958656
9622925,7729492730.0, Московская обл+ Красногорск г.+ Ильинское ш.,37.330947,55.806965
2474416,4217122643.0, Новосибирская обл+ г Новосибирск+ ул Большевистская,82.977913,54.992575
9718027,2537125230.0, Приморский край+ Владивосток г+ Басаргина ул,131.954179,43.075931
9652405,7723434605.0, Город Москва+ вн.тер.г. муниципальный округ Люблино+ ул Люблинская,20.615464,50.843011
5369861,2539054320.0, Приморский край+ Владивосток г+ Пушкинская ул,131.907143,43.11645
4902391,5038082989.0, Москва г+ ул Большая Почтовая+ 36,37.698672,55.780603
164225,7802487663.0, Москва г+ ул Большая Почтовая+ 36,37.698672,55.780603
8181988,2543036966.0, Приморский край+ Владивосток г+ Океанский пр-кт,131.892339,43.127788
5164525,7810528602.0,Санкт-Петербург г+Литовская ул+10,30.357658,59.979115
11045876,5029245796.0,Московская обл+ г Мытищи+ п Нагорное,37.62793,55.903544
11414390,9724023538.0, Москва г+ проезд Востряковский+ 10б,37.623959,55.576269
11414390,9724023538.0, Москва г+ Востряковский проезд+10,37.634568,55.576961
5551345,3444014787.0, Волгоградская обл+ г.Волгоград+ ул.Коммунистическая,44.520137,48.714279
193014,7730618956.0, Москва г+ ул Беловежская+ 4,37.389122,55.712528
825609,1646031164.0, Татарстан Респ+ Елабужский р-н+ Елабуга г,52.053939,55.757496
12100367,7736348030.0,г. Москва+ муниципальный округ Академический вн.тер.г.+ ул. Вавилова,37.566512,55.675352
727345,7801470868.0, Санкт-Петербург г+ линия 18-я В.О.+ 47,30.261583,59.940654
9169080,5027226445.0, Московская обл+ Котельники г+ 2-й Покровский проезд,37.850514,55.660272
8037807,7703793934.0, Город Москва+ вн.тер.г. муниципальный округ Южное Бутово+ ул Адмирала Лазарева,37.514823,55.541764
11096197,5256182937.0, Нижегородская обл+ Нижний Новгород г+ Газовская ул,43.891281,56.263527
5352926,2126003691.0, Чувашская Республика - Чувашия+ г Чебоксары+ ул Петрова,47.252309,56.119905
10296948,7203424093.0, Тюменская обл+ г Тюмень+ ул 50 лет ВЛКСМ,65.572686,57.128537
2906374,7714299854.0, Москва г+ ул Мнёвники+ 3,37.499363,55.773763
2382673,4707032533.0, Ленинградская обл+ Гатчинский р-н+ Промзона (Массив Химози Тер) ул,30.117924,59.539674
11427265,5024208198.0, Москва г+ ул Мясницкая+ 24/7,37.635179,55.762693
7404099,7709911782.0, Омская обл+ г Омск+ пр-кт Мира,73.249634,55.028754
1154533,2320177385.0, Краснодарский край+ Сочи г+ Крымская ул,39.696651,43.633507
9933607,9705076929.0, г. Москва+ Каширское ш.+61,37.718121,55.612217
6399768,5638050428.0, Оренбургская обл+ р-н Оренбургский+ с Благословенка,55.316477,51.714935
9632673,7811600202.0, Санкт-Петербург г+ линия.4-я В.О.+65,30.275327,59.949303
806523,2466232875.0, Красноярский край+ г Красноярск+ ул Ады Лебедевой,92.858195,56.015299
1134308,4825086937.0, Липецкая обл+ Липецкий р-н+ Кузьминские Отвержки с,39.471893,52.692279
11799996,9723143631.0,г. Москва+ муниципальный округ Донской вн.тер.г.+ Духовской пер.,37.608275,55.71055
11775846,9723138462.0,г. Москва+ муниципальный округ Донской вн.тер.г.+ Духовской пер.,37.608275,55.71055
11841605,9703086600.0,г. Москва+ вн.тер.г. муниципальный округ Коптево+ ул. Клары Цеткин,49.863245,40.398528
1584356,6501153658.0, Сахалинская обл+ Южно-Сахалинск г+ Крюкова Д.Н. ул,142.727458,46.960477
10452614,7702426723.0,г. Москва+ вн.тер.г. муниципальный округ Теплый Стан+ ул. Академика Варги,37.476411,55.630009
7886924,7727803780.0, Московская обл+ Люберцы г+ Томилино рп,37.94994,55.663131
3454786,2312149874.0, Краснодарский край+ г Краснодар+ ул Красноармейская,38.974082,45.028967
101420,1639028611.0, Татарстан Респ+ Актанышский р-н+ Аняково д,53.513037,55.532788
6524012,7703592360.0,Москва г+Мира пр-кт+19,37.632143,55.778036
10153879,6671069996.0, Свердловская обл+ г Екатеринбург+ ул Чайковского,60.620094,56.809655
712245,275075025.0,Башкортостан Респ+ р-н Уфимский+ с Михайловка,55.889629,54.807658
11178946,7743321575.0, Москва г+ ш Дмитровское+ 81,37.549561,55.861853
8871922,9102028724.0, Крым респ+ г Симферополь+ ул Камская,34.101153,44.978633
7070666,7806016873.0, Санкт-Петербург г+ проезд 6-й Предпортовый+ 10,30.30472,59.825208
8941924,7721852318.0, Москва г+ Кржижановского ул+15,37.572028,55.679803
4997347,7811419892.0,г. Санкт-Петербург+ Грузовой пр-д+16,30.466462,59.838575
4975450,7811135435.0, г. Санкт-Петербург+ пр-кт Большевиков+64,30.487464,59.872548
11427265,5024208198.0, Москва г+ ул Мясницкая+ 24/7,37.635179,55.762693
11304475,7840092218.0, Москва г+ Нагорная ул+5,37.61256,55.681067
11304475,7840092218.0, Город Москва+ вн.тер.г. муниципальный округ Зюзино+ ул Херсонская,50.18132,53.179173
7353318,7716721856.0, Москва г+ Троицк г+ Физическая ул,37.293047,55.465381
5369861,2539054320.0, Приморский край+ г. Владивосток+ ул. Пушкинская,131.907143,43.11645
1186346,2310099434.0, Краснодарский край+ г Краснодар+ ул им Орджоникидзе,38.971639,45.021953
7315704,7733807503.0, Москва г+ Черкасский М. пер+2,37.62175,55.764607
9631873,7801301228.0,Санкт-Петербург г+Кораблестроителей ул+16,30.214323,59.942547
5066233,1102005793.0,Бумажная ул+16+1 ЛИТ. А,30.26991,59.9045
9354708,7724329138.0, Москва г+ Большая Черёмушкинская ул+34,37.583032,55.678555
8721539,9102005004.0, Крым Респ+ Симферополь г+ Севастопольская ул,34.083726,44.925937
9584047,5024161253.0, Московская обл+ Красногорск г+ Лесная ул,37.324057,55.833466
3454786,2312149874.0, Краснодарский край+ г Краснодар+ ул Красноармейская,38.974082,45.028967
4133013,5040095110.0, Москва г+ проезд Багратионовский+ 7,37.504232,55.742184
4512330,1659079886.0,Г.О. ГОРОД КАЗАНЬ+ Г КАЗАНЬ+ УЛ СИБГАТА ХАКИМА,49.126123,55.816586
11302040,7751179308.0, Москва г+ г Троицк+ ул Пушковых,37.305057,55.477909
7353810,7735587081.0, Город Москва+ вн.тер.г. муниципальный округ Северное Медведково+ ул Осташковская,37.677283,55.881874
7450643,7810888281.0,Санкт-Петербург г+Кузнецовская+40,30.327088,59.872597
6332536,7803050192.0, Ленинградская обл+ р-н Всеволожский+ г Мурино,30.438578,60.051284
11863772,5256203256.0, Нижегородская Область+ г.о. Город Нижний Новгород+ г Нижний Новгород,44.006516,56.326797
8598022,4401152985.0, Ивановская обл+ Ивановский р-н+ Ново-Талицы с,40.854813,57.007029
6668952,7720189754.0, Московская обл+ Подольск г+ Кузнечики мкр.,37.483148,55.418885
3078593,2005007677.0,Гудермесский+Гудермес+Школьная ул,46.20243,43.346996
10549143,3661085351.0, Воронежская область+ г.о. город Воронеж+ г Воронеж,39.200296,51.660781
4633062,6658383995.0, Свердловская обл+ Екатеринбург г+ Металлургов ул,60.523651,56.827094
5213660,7703598443.0,Нагатинский 1-й проезд+6+1,37.63305,55.678463
9652405,7723434605.0,Москва г+Ленинский пр-кт+111,37.509352,55.661333
10033199,2635224494.0, Ставропольский край+ г Ставрополь+ ул Пирогова,41.912957,45.00826
8616583,7730709480.0, Москва г+ ул Обручева+ 27 ,37.536077,55.656864
9024974,5517010886.0, Новосибирская обл+ р-н Венгеровский+ с Новый Тартас,76.714679,55.673483
4861602,7704592660.0, Москва г+ вн.тер. г. внутригородская территория муниципальный округ Алексеевский+ ул Ярославская,None,None
9783852,7810444039.0, Санкт-Петербург г+ ул Смоленская+ 33,30.328651,59.90469
5488502,1435138983.0, Саха /Якутия/ Респ+ г Якутск+ ул Песчаная,129.722916,62.056817
5551345,3444014787.0,г. Волгоград+ ул. Коммунистическая+16,44.515637,48.711913
11583984,9704063606.0, Москва г+ Лужники ул.+24,37.563655,55.713927
1601518,7204100711.0, Тюменская обл+ г Тюмень+ ул Максима Горького,65.560828,57.148141
1807346,3728001189.0, Ивановская обл+ Иваново г+ Проездная ул,41.018118,56.972272
7486168,5032258410.0, Москва г+ Электрозаводская ул+ дом 24,37.707781,55.788976
6417430,545018736.0, Дагестан Респ+ Каспийск г+ М.Халилова ул,47.635764,42.896058
8475610,276156728.0, Республика Башкортостан+ г. Уфа+ ул. Юрия Гагарина,56.067594,54.765555
3864987,7810802206.0, Санкт-Петербург г+ Варшавская ул+5,30.309005,59.878188
9144396,6501272341.0, Сахалинская область+ г Южно-Сахалинск+ п/р Ново-Александровск,142.729587,46.957771
336561,506001496.0, Дагестан Респ+ Ботлихский р-н+ Ботлих с,46.211054,42.667186
9410847,2222839841.0, Алтайский край+ г Барнаул+ ул Балтийская,83.67143,53.335914
10104213,7842127970.0, Санкт-Петербург г+ Республиканская ул+8,30.405035,59.934402
11125589,7751169557.0, Г.Москва+ Сосенки д+ Сосновая ул,37.448815,55.570161
5447391,2524004983.0, Приморский край+ г Находка+ ул Базовая (поселок Врангель мкр.),133.082975,42.753295
5504599,2512300970.0, Приморский край+ Фокино г+ Заводская ул,132.397219,42.977546
8554428,7715432964.0, Московская обл+ г.о. Химки+ г Химки,37.444853,55.889361
10574306,5001118491.0, Московская обл+ Балашиха г+ Балашихинское ш,37.92591,55.823085
691651,6322037052.0, Самарская обл+ Тольятти г+ Победы ул.,49.42669,53.521045
10508462,3528281820.0, Вологодская обл+ Череповец г+ Клубный проезд,37.885486,59.126515
9783852,7810444039.0, Санкт-Петербург г+ ул Смоленская+ 33,30.328651,59.90469
5989449,5501068270.0, Краснодарский край+ г Сочи+ ул Гастелло (Адлерский р-н),39.915921,43.448331
12045345,7743401848.0,г. Москва+ вн.тер.г. муниципальный округ Коптево+ ул. Михалковская,37.539617,54.172799
9756852,6679092891.0, Свердловская область+ г. Екатеринбург+ ул. Крупносортщиков,60.56191,56.862878
10151944,7731354230.0, Москва г.+ д.Орджоникидзе ул.+ корп.11,37.595321,55.70916
10709635,9731004053.0, Москва г+ Павелецкая наб+2,37.646444,55.716017
9784713,7106047347.0, Тульская обл+ г Тула+ ул К.Маркса,37.639114,54.196288
4077157,1207008978.0, Респ. Марий Эл+ Медведевский р-н+ пгт. Медведево,47.803309,56.633293
11868586,9704143450.0, Москва г+ пер 1-й Тружеников+ 14,37.572225,55.737583
10093765,5905049065.0, Пермский край+ Пермь г+ Веры Засулич ул,56.201631,57.9744
10850979,6678097400.0, Свердловская обл+ г Екатеринбург+ ул Основинская,60.623355,56.866622
7185107,5406269570.0, Москва г+ Синичкина 2-Я ул+9,37.717923,55.760393
11413849,7805770372.0, Санкт-Петербург г+ дор На Турухтанные острова+ 6,30.251531,59.868668
9054318,6316104945.0, Самарская область+ г.о. Самара+ вн.р-н Ленинский,50.222741,53.251164
6567617,7728592323.0, Москва г+ ул Верхняя Красносельская+2,37.658814,55.78564
8240576,2014009840.0, Чеченская респ+ г. Грозный+ ул. Ахмеда Арслана Аллауддина,45.688306,43.32825
12145683,9704207840.0, Город Москва+ вн.тер. г. Муниципальный Округ Хамовники+ пр-кт Комсомольский,61.329934,55.194419
516338,6950108726.0, Тверская обл+ г Тверь+ пер Свободный,35.90533,56.858671
3056294,7802339288.0, Санкт-Петербург г+ пр-кт Московский+ 183-185,30.319848,59.855304
11139374,9725021452.0, Москва г+ Ленинская Слобода ул+19,37.652822,55.708303
6136925,6002004428.0, Псковская обл+ г Великие Луки+ ул Мелиораторов,30.624161,56.339732
4964938,7707604401.0, Москва г+ Кржижановского ул+15,37.572028,55.679803
11147809,5263141650.0, Нижегородская обл+ Нижний Новгород г+ Торфяная ул,43.818589,56.347499
10576812,9705115938.0, Москва г+ пер.Монетчиковский 5-й+16,37.630517,55.732327
7748936,1656068766.0, Татарстан респ+ Казань г+ Чернышевского ул,49.10804,55.791405
4975450,7811135435.0, Санкт-Петербург г+ пр-кт.Большевиков+64,30.487464,59.872548
10363966,7536167389.0, Забайкальский край+ Чита г+ Бутина ул,113.505029,52.039447
3155801,6731028404.0, Смоленская обл+ Смоленск г+ Энгельса ул,32.064843,54.780117
10315269,1657239005.0, Татарстан респ+ Казань г+ Абсалямова ул,49.110034,55.821416
8946489,7726761368.0, Москва г+ вн.тер.г. муниципальный округ Ярославский+ ш Ярославское,37.702796,55.86599
3491661,7451071906.0, Челябинская обл+ г Челябинск+ ул Шаумяна,61.388127,55.1376
2377993,7729502932.0, Москва г+ Ленинский пр-кт+96,37.515218,55.670889
9354708,7724329138.0, Москва г+ Большая Черёмушкинская ул+34,37.583032,55.678555
10548223,3808203046.0, Иркутская обл+ г Иркутск+ ул Фридриха Энгельса,104.307529,52.288916
9061131,7801271630.0, Санкт-Петербург г+ Корпусная ул.,30.283286,59.962106
4594556,1102061389.0, Москва г+ ул Народного Ополчения+ 34,37.483822,55.785184
4900526,7813193866.0, Санкт-Петербург г+ наб Синопская+64,30.393402,59.935818
2521572,6168028800.0, Ростовская обл+ г Ростов-на-Дону+ ул Турмалиновская,39.71972,47.245524
8598022,4401152985.0, Ивановская обл+ Ивановский р-н+ Ново-Талицы с,40.854813,57.007029
4823977,7715236920.0,Москва г+Спартаковская пл+14,37.677409,55.775915
5447391,2524004983.0, Приморский край+ г Находка+ ул Базовая (поселок Врангель мкр.),133.082975,42.753295
983294,7810838361.0, Санкт-Петербург г+ наб Выборгская+ 61,30.322641,59.980722
2869449,6673132724.0, Свердловская обл+ г Екатеринбург+ ул Белинского,60.621792,56.813439
8018545,7813561260.0, Санкт-Петербург г+ Профессора Попова ул+23,30.313676,59.971231
10600826,7751141921.0, Москва г+ проезд 2-Й Павелецкий+5,37.644486,55.712715
280426,7810868630.0, Санкт-Петербург г+ Стачек пр-кт+47,30.25834,59.878432
336912,2464227862.0, Красноярский край+ Красноярск г+ 60 лет Октября ул,92.882468,55.980613
1186346,2310099434.0, Краснодарский край+ г Краснодар+ ул им Орджоникидзе,38.971639,45.021953
6840082,3525048992.0, Вологодская обл+ г Вологда+ ул Благовещенская,39.872829,59.222647
11045876,5029245796.0, Московская обл+ г Мытищи+ п Нагорное,37.62793,55.903544
10176581,274925865.0, Башкортостан Респ+ Уфа г+ Октябрьской Революции ул,55.956293,54.721006
10600826,7751141921.0, Москва г+ Павелецкий 2-Й проезд+5,37.644486,55.712715
11294979,7813643804.0, Санкт-Петербург г+ Льва Толстого ул+7,30.314916,59.965309
6621376,7726238126.0, Московская обл+ р-н Красногорский+  Балтия автодорога,37.239822,55.787892
9631523,5040139343.0, Московская обл+ Раменское г+ Гурьева ул,38.237527,55.570008
10364434,5027256182.0, Московская обл+ Котельники г+ Силикат мкр,37.855123,55.648164
10153879,6671069996.0, Свердловская обл+ г Екатеринбург+ ул Чайковского,60.620094,56.809655
336912,2464227862.0, Красноярский край+ Красноярск г+ 60 лет Октября ул,92.882468,55.980613
12041740,5610247400.0, Оренбургская область+ г.о. Город Оренбург+ г Оренбург,55.097,51.768205
10104213,7842127970.0,Санкт-Петербург г+Синопская наб+26,30.388048,59.929583
9955494,9721018480.0, Москва г+ Московский п+ Московский г.,74.091976,42.842661
2086366,6501217693.0, Сахалинская обл+ г Южно-Сахалинск+ ул Вокзальная,142.726156,46.958656
1299787,3241006974.0, г. Москва+ вн.тер.г.муниципальный округ Сокольники+ ул 1-я Боевская,37.693273,55.79183
11297371,275922105.0, Башкортостан Респ+ Городской округ город Уфа+ Уфа г,55.958736,54.735152
8090077,7702821755.0, Московская обл+ Подольск г+ Комсомольская ул,37.553433,55.428429
11933744,5406825393.0, Новосибирская область+ г.о. Город Новосибирск+ г Новосибирск,82.92043,55.030204
8251096,7728861375.0, Москва г+ Бутлерова ул+17,37.539626,55.65015
692344,3442098118.0, Волгоградская обл+ г Волгоград+ пр-кт им. В.И. Ленина,44.559456,48.762603
6754947,2311011513.0, Краснодарский край+ г Краснодар+ ул Ессентукская (Пашковский жилой массив те,39.10715,45.020628
4281007,7802354840.0, Санкт-Петербург г+ вн.тер.г. муниципальный округ Гавань+ пр-кт Малый В.О.,30.253175,59.940961
8893815,6316202981.0, Самарская обл+ г Самара+ ул Ново-Садовая,50.173604,53.227064
6665895,7712103721.0, Москва г+ Хромова ул+20,37.718309,55.799775
1134308,4825086937.0, Липецкая обл+ м.р-н Липецкий+ с.п. Кузьмино-Отвержский сельсовет,39.350988,52.541444
3052344,7805378503.0, Ленинградская обл+ р-н Гатчинский+ г Гатчина,30.122892,59.56841
1410906,2901030646.0, Архангельская обл+ Архангельск г+ Попова ул,40.528635,64.54607
4876597,2312169415.0, Краснодарский край+ г Краснодар+ ул Рашпилевская,38.973858,45.041209
4561353,7806341601.0,  + ул Швецова+ 41 лит.А,30.291164,59.89746
8037807,7703793934.0, Москва г+ Каховка ул+11,37.587847,55.649093
1845768,7327031144.0, Ульяновская обл+ Ульяновск г+ Карла Либкнехта ул,48.387402,54.309454
7673213,2312198180.0, Москва г+ Нижняя Красносельская ул+35,37.671938,55.775758
1821715,2721153631.0, Хабаровский край+ Хабаровск г+ Дзержинского ул,135.066671,48.477231
8858603,2311179474.0, Краснодарский край+ г Краснодар+ ул Красных Партизан,38.931349,45.056059
4679827,2005005454.0, Чеченская Республика+ г.о. город Грозный+ г Грозный,45.692421,43.318366
8090077,7702821755.0, Московская обл+ г Подольск+ пл Советская,37.54886,55.432715
6793127,2801014471.0, Амурская обл+ Благовещенск г+ Св.Иннокентия пер,127.534611,50.257456
9000374,7727852040.0, Город Москва+ вн.тер.г. муниципальный округ Якиманка+ ул Донская,91.363803,53.741201
10282406,4345468069.0, Кировская обл+ г Киров+ ул Казанская,49.684489,58.601781
7792315,8602201809.0, Москва г+ ул Верхняя Красносельская+ 13,37.66229,55.783883
10707751,5032296670.0, Московская обл+ г Одинцово+ д Малые Вязёмы,37.029634,55.630202
10503323,5001117650.0,Московская обл+ г.Балашиха+ ул.Солнечная,37.958717,55.822979
4679827,2005005454.0, Чеченская респ+ Грозный г+ А.Шерипова ул,45.706596,43.308769
10969319,9201527690.0, Крым респ+ Симферополь г+ Киевская ул,34.103588,44.966001
1605380,7842466003.0, Санкт-Петербург г+ Лиговский пр-кт+94,30.354541,59.920469
4234239,7801413683.0, Г.Санкт-Петербург+ Чапаева ул+15,30.331355,59.961161
2869449,6673132724.0, Свердловская обл+ г Екатеринбург+ ул Белинского,60.621792,56.813439
1999526,7801233786.0, г. Санкт-Петербург+ линия 7-я В.О.+28,30.281418,59.940276
3597370,7206043723.0, Тюменская обл+ г Тюмень+ ул Молодежная,65.53767,57.130198
10884262,6670476678.0, Свердловская обл+ г Екатеринбург+ ул Шевченко,60.617076,56.848724
2550972,5981000939.0, Пермский край+ г Пермь+ ул Тимирязева,56.260076,58.002959
7980233,7017334036.0,г. Томск+ ул. Пушкина+63,84.990067,56.499891
11999857,6679159000.0, Свердловская обл+ г Екатеринбург+ ул Степана Разина,60.611057,56.814163
5282119,8610025723.0, Ханты-Мансийский Автономный округ - Югра АО+ г Нягань+ ул Новая,65.897517,61.588912
10049312,9718041930.0, Москва г+ Очаковское ш.+36,37.438817,55.684209
11304512,1832156717.0, Москва г+ Федеративный пр-кт+48,37.825398,55.752318
9137481,7451387963.0, Челябинская обл+ Челябинск г+ Хариса Юсупова ул,61.288495,55.200744
4517933,7814398182.0, Санкт-Петербург г+ пр-кт Большой П.С.+14,30.300345,59.95857
6232420,6453009098.0, Саратовская обл+ г Саратов+ туп Деловой,45.988766,51.569337
3129559,2310139704.0, Краснодарский край+ г Краснодар+ ул Красноармейская,38.974082,45.028967
9323901,7708262060.0, Москва г+ ул 6-я Новые Сады+ 2,37.347233,55.652507
691651,6322037052.0, Самарская обл+ Тольятти г+ Победы ул.,49.42669,53.521045
10038882,7720363508.0, Москва г+ ул Бутлерова+17,37.539626,55.65015
9707483,1102077974.0, Вологодская обл+ г Вологда+ пр-кт Победы,39.874931,59.224005
10202593,7725370499.0, Москва г+ Донской 2-Й проезд+10,37.59286,55.71058
2690342,5838041075.0, Пензенская обл+ Пензенский р-н+ Засечное с,45.071748,53.105816
11063060,7727421974.0, Москва г+ вн.тер.г. муниципальный округ Кунцево+ ш Рублёвское,37.417904,55.746978
10237951,274927196.0, Башкортостан Респ+ г Уфа+ ул Шафиева,56.009949,54.760927
727345,7801470868.0, Санкт-Петербург г+ линия 18-я В.О.+ 47,30.261583,59.940654
1258090,6658399875.0, Свердловская обл+ г Екатеринбург+ ул Начдива Онуфриева,60.561174,56.798369
5282228,7715383072.0, Москва г+ Вятская ул+49,37.58067,55.803474
9080988,7203332558.0, Тюменская обл+ Тюмень г+ Червишевский тракт,65.523377,57.114396
6399768,5638050428.0, Оренбургская обл+ р-н Оренбургский+ с Благословенка,55.316477,51.714935
8721539,9102005004.0, Крым Респ+ Симферополь г+ Севастопольская ул,34.083726,44.925937
7234476,2310091033.0, Краснодарский край+ г Краснодар+ ЗИПОВСКАЯ УЛ,39.001202,45.062216
7744116,6670390653.0, Свердловская обл+ г Екатеринбург+ ул Мира,60.650484,56.842876
2656019,603282806.0, Москва г+ Андроньевская Б. ул+23,37.672037,55.740644
9621467,7733269799.0, г. Москва+ ул. Генерала Белобородова+18,37.356756,55.834371
5369861,2539054320.0, Приморский край+ Владивосток г+ Пушкинская ул,131.907143,43.11645
137936,7714816950.0, Чеченская Респ+ г Грозный+ городок Маяковского,45.747676,43.305791
2256977,7733732294.0, Москва г+ проезд Электролитный+ 1,37.620168,55.67389
8089743,7810466811.0, Санкт-Петербург г+ Цветочная ул.+16,30.33184,59.886844
10211968,6324081498.0, Самарская обл+ г Тольятти+ ш Южное,49.297189,53.55248
11475525,7726471919.0, Город Москва+ вн.тер.г. муниципальный округ Академический+ ул Шверника,37.586814,55.692095
9911951,7804576862.0, Санкт-Петербург г+ пр-кт Невский+ 55,30.350184,59.932031
6991780,6501098164.0,Анивский р-н+Анива г+Ленина ул,142.524511,46.716621
10669703,5406989257.0, Москва г+ ул Красная Пресня+ 24,37.569899,55.762277
9359727,9102192386.0, Крым Респ+ г Симферополь+ ул Мраморная,34.074168,44.965516
